id,deep,deep_allowed,deepNet,result,ppda_cal,allowed_ppda,ppdaNet,HS.x,HST.x,HF.x,HC.x,HY.x,HR.x,AS.x,AST.x,AF.x,AC.x,AY.x,AR.x,ShotNet,STNet,FNet,CNet,YNet,RNet,HtrgPerc,AtrgPerc,PercNet
169,1,12,-11,l,23.5,4.652173913,18.84782609,16,8,9,11,2,0,5,0,12,0,1,0,11,8,-3,11,1,0,0.5,0,0.5
170,5,7,-2,d,11.83333333,12.7,-0.86666667,11,2,8,6,1,0,10,1,11,7,3,0,1,1,-3,-1,-2,0,0.181818182,0.1,0.081818182
171,5,3,2,d,12.04166667,14.66666667,-2.625,4,1,10,1,3,0,14,5,17,3,2,0,-10,-4,-7,-2,1,0,0.25,0.357142857,-0.107142857
172,10,2,8,d,7.434782609,18.89473684,-11.45995423,12,2,5,11,4,0,7,2,9,2,3,0,5,0,-4,9,1,0,0.166666667,0.285714286,-0.119047619
173,2,10,-8,d,18.89473684,7.434782609,11.45995423,12,2,5,11,4,0,7,2,9,2,3,0,5,0,-4,9,1,0,0.166666667,0.285714286,-0.119047619
174,3,5,-2,d,14.66666667,12.04166667,2.625,4,1,10,1,3,0,14,5,17,3,2,0,-10,-4,-7,-2,1,0,0.25,0.357142857,-0.107142857
175,5,21,-16,l,18.57894737,6.736842105,11.84210527,7,2,8,1,1,0,21,10,10,8,1,0,-14,-8,-2,-7,0,0,0.285714286,0.476190476,-0.19047619
176,21,5,16,w,6.736842105,18.57894737,-11.84210527,7,2,8,1,1,0,21,10,10,8,1,0,-14,-8,-2,-7,0,0,0.285714286,0.476190476,-0.19047619
177,7,1,6,d,5.172413793,31.5,-26.32758621,7,2,6,3,0,0,10,4,14,1,1,0,-3,-2,-8,2,-1,0,0.285714286,0.4,-0.114285714
178,1,7,-6,d,31.5,5.172413793,26.32758621,7,2,6,3,0,0,10,4,14,1,1,0,-3,-2,-8,2,-1,0,0.285714286,0.4,-0.114285714
179,8,6,2,l,5.944444444,12.21428571,-6.269841266,8,2,10,7,4,0,9,3,12,12,4,0,-1,-1,-2,-5,0,0,0.25,0.333333333,-0.083333333
180,6,8,-2,w,12.21428571,5.944444444,6.269841266,8,2,10,7,4,0,9,3,12,12,4,0,-1,-1,-2,-5,0,0,0.25,0.333333333,-0.083333333
181,9,1,8,w,3.189189189,17.04761905,-13.85842986,6,3,3,2,0,1,25,15,12,7,0,0,-19,-12,-9,-5,0,1,0.5,0.6,-0.1
182,1,9,-8,l,17.04761905,3.189189189,13.85842986,6,3,3,2,0,1,25,15,12,7,0,0,-19,-12,-9,-5,0,1,0.5,0.6,-0.1
183,3,18,-15,l,26.7,8.083333333,18.61666667,25,9,10,13,1,1,11,5,5,7,1,0,14,4,5,6,0,1,0.36,0.454545455,-0.094545455
184,18,3,15,w,8.083333333,26.7,-18.61666667,25,9,10,13,1,1,11,5,5,7,1,0,14,4,5,6,0,1,0.36,0.454545455,-0.094545455
185,3,5,-2,d,9.368421053,13.15384615,-3.785425097,7,3,14,5,5,0,15,5,8,10,3,0,-8,-2,6,-5,2,0,0.428571429,0.333333333,0.095238096
186,4,7,-3,w,8.464285714,11.67857143,-3.214285716,8,4,12,0,2,0,10,6,12,5,1,0,-2,-2,0,-5,1,0,0.5,0.6,-0.1
187,7,4,3,l,11.67857143,8.464285714,3.214285716,8,4,12,0,2,0,10,6,12,5,1,0,-2,-2,0,-5,1,0,0.5,0.6,-0.1
188,7,9,-2,d,14.42857143,10.125,4.30357143,12,4,7,10,2,0,10,4,10,4,2,0,2,0,-3,6,0,0,0.333333333,0.4,-0.066666667
189,5,3,2,d,13.15384615,9.368421053,3.785425097,7,3,14,5,5,0,15,5,8,10,3,0,-8,-2,6,-5,2,0,0.428571429,0.333333333,0.095238096
190,9,7,2,d,10.125,14.42857143,-4.30357143,12,4,7,10,2,0,10,4,10,4,2,0,2,0,-3,6,0,0,0.333333333,0.4,-0.066666667
191,8,6,2,l,15.96,10.47368421,5.48631579,13,5,7,5,3,0,16,7,8,6,2,0,-3,-2,-1,-1,1,0,0.384615385,0.4375,-0.052884615
192,6,8,-2,w,10.47368421,15.96,-5.48631579,13,5,7,5,3,0,16,7,8,6,2,0,-3,-2,-1,-1,1,0,0.384615385,0.4375,-0.052884615
193,3,6,-3,d,38.625,9.6,29.025,13,2,8,3,2,1,13,5,15,6,2,0,0,-3,-7,-3,0,1,0.153846154,0.384615385,-0.230769231
194,6,3,3,d,9.6,38.625,-29.025,13,2,8,3,2,1,13,5,15,6,2,0,0,-3,-7,-3,0,1,0.153846154,0.384615385,-0.230769231
195,8,1,7,d,7.666666667,26.3,-18.63333333,15,6,18,12,2,0,10,4,9,5,0,0,5,2,9,7,2,0,0.4,0.4,0
196,1,8,-7,d,26.3,7.666666667,18.63333333,15,6,18,12,2,0,10,4,9,5,0,0,5,2,9,7,2,0,0.4,0.4,0
197,13,4,9,w,5.068965517,32.3,-27.23103448,21,13,9,8,3,0,11,4,11,3,3,0,10,9,-2,5,0,0,0.619047619,0.363636364,0.255411255
198,6,6,0,w,9.5,8.653846154,0.846153846,10,3,13,1,2,0,21,11,10,10,2,0,-11,-8,3,-9,0,0,0.3,0.523809524,-0.223809524
199,6,6,0,l,8.653846154,9.5,-0.846153846,10,3,13,1,2,0,21,11,10,10,2,0,-11,-8,3,-9,0,0,0.3,0.523809524,-0.223809524
200,4,13,-9,l,32.3,5.068965517,27.23103448,21,13,9,8,3,0,11,4,11,3,3,0,10,9,-2,5,0,0,0.619047619,0.363636364,0.255411255
201,3,4,-1,w,8.259259259,8.5,-0.240740741,12,6,14,4,4,0,15,4,12,10,3,0,-3,2,2,-6,1,0,0.5,0.266666667,0.233333333
202,4,3,1,l,8.5,8.259259259,0.240740741,12,6,14,4,4,0,15,4,12,10,3,0,-3,2,2,-6,1,0,0.5,0.266666667,0.233333333
203,9,6,3,d,14.07142857,11.76,2.31142857,10,4,6,8,0,0,25,8,15,9,2,0,-15,-4,-9,-1,-2,0,0.4,0.32,0.08
204,2,16,-14,l,20.92857143,4.4,16.52857143,5,2,12,2,1,0,25,6,9,10,2,0,-20,-4,3,-8,-1,0,0.4,0.24,0.16
205,15,5,10,w,6.967741935,15.21052632,-8.242784385,21,5,11,8,0,0,7,0,8,3,1,0,14,5,3,5,-1,0,0.238095238,0,0.238095238
206,3,6,-3,l,8.5,17.71428571,-9.21428571,13,6,8,7,1,0,6,0,12,6,2,0,7,6,-4,1,-1,0,0.461538462,0,0.461538462
207,16,2,14,w,4.4,20.92857143,-16.52857143,5,2,12,2,1,0,25,6,9,10,2,0,-20,-4,3,-8,-1,0,0.4,0.24,0.16
208,31,2,29,w,3.192307692,17.75,-14.55769231,26,4,11,17,3,0,3,3,10,0,1,0,23,1,1,17,2,0,0.153846154,1,-0.846153846
209,5,17,-12,w,14.47058824,4.166666667,10.30392157,16,6,10,7,2,0,12,9,7,3,1,0,4,-3,3,4,1,0,0.375,0.75,-0.375
210,5,15,-10,l,15.21052632,6.967741935,8.242784385,21,5,11,8,0,0,7,0,8,3,1,0,14,5,3,5,-1,0,0.238095238,0,0.238095238
211,6,3,3,w,17.71428571,8.5,9.21428571,13,6,8,7,1,0,6,0,12,6,2,0,7,6,-4,1,-1,0,0.461538462,0,0.461538462
212,2,31,-29,l,17.75,3.192307692,14.55769231,26,4,11,17,3,0,3,3,10,0,1,0,23,1,1,17,2,0,0.153846154,1,-0.846153846
213,17,5,12,l,4.166666667,14.47058824,-10.30392157,16,6,10,7,2,0,12,9,7,3,1,0,4,-3,3,4,1,0,0.375,0.75,-0.375
214,6,9,-3,d,11.76,14.07142857,-2.31142857,10,4,6,8,0,0,25,8,15,9,2,0,-15,-4,-9,-1,-2,0,0.4,0.32,0.08
215,8,6,2,w,11.26315789,20.2,-8.93684211,12,3,8,1,4,0,16,10,5,6,2,0,-4,-7,3,-5,2,0,0.25,0.625,-0.375
216,6,8,-2,l,20.2,11.26315789,8.93684211,12,3,8,1,4,0,16,10,5,6,2,0,-4,-7,3,-5,2,0,0.25,0.625,-0.375
217,5,5,0,l,17.8,6.413793103,11.3862069,12,3,15,5,2,0,14,5,16,6,2,0,-2,-2,-1,-1,0,0,0.25,0.357142857,-0.107142857
218,5,5,0,w,6.413793103,17.8,-11.3862069,12,3,15,5,2,0,14,5,16,6,2,0,-2,-2,-1,-1,0,0,0.25,0.357142857,-0.107142857
219,8,1,7,d,11.24,10.22222222,1.01777778,7,3,9,5,1,0,4,2,8,2,2,1,3,1,1,3,-1,-1,0.428571429,0.5,-0.071428571
220,1,8,-7,d,10.22222222,11.24,-1.01777778,7,3,9,5,1,0,4,2,8,2,2,1,3,1,1,3,-1,-1,0.428571429,0.5,-0.071428571
221,11,3,8,l,7.578947368,15.54545455,-7.966507182,17,5,7,10,1,0,12,2,13,4,2,1,5,3,-6,6,-1,-1,0.294117647,0.166666667,0.12745098
222,3,11,-8,w,15.54545455,7.578947368,7.966507182,17,5,7,10,1,0,12,2,13,4,2,1,5,3,-6,6,-1,-1,0.294117647,0.166666667,0.12745098
223,11,3,8,w,7.75,13.91304348,-6.16304348,23,5,9,7,3,0,3,1,17,0,2,0,20,4,-8,7,1,0,0.217391304,0.333333333,-0.115942029
224,3,11,-8,l,13.91304348,7.75,6.16304348,23,5,9,7,3,0,3,1,17,0,2,0,20,4,-8,7,1,0,0.217391304,0.333333333,-0.115942029
225,10,5,5,l,7.823529412,18.88235294,-11.05882353,20,9,10,5,2,0,16,3,5,4,0,0,4,6,5,1,2,0,0.45,0.1875,0.2625
226,5,5,0,w,9.083333333,5.708333333,3.375,14,12,17,11,2,0,7,4,10,4,1,0,7,8,7,7,1,0,0.857142857,0.571428571,0.285714286
227,6,1,5,w,6.516129032,9.941176471,-3.425047439,4,3,12,5,1,0,24,5,12,9,1,0,-20,-2,0,-4,0,0,0.75,0.208333333,0.541666667
228,5,10,-5,w,18.88235294,7.823529412,11.05882353,20,9,10,5,2,0,16,3,5,4,0,0,4,6,5,1,2,0,0.45,0.1875,0.2625
229,6,4,2,d,11.51724138,9.529411765,1.987829615,17,5,6,4,2,0,14,4,9,4,2,0,3,1,-3,0,0,0,0.294117647,0.285714286,0.008403361
230,1,6,-5,l,9.941176471,6.516129032,3.425047439,4,3,12,5,1,0,24,5,12,9,1,0,-20,-2,0,-4,0,0,0.75,0.208333333,0.541666667
231,4,6,-2,d,9.529411765,11.51724138,-1.987829615,17,5,6,4,2,0,14,4,9,4,2,0,3,1,-3,0,0,0,0.294117647,0.285714286,0.008403361
232,5,5,0,l,5.708333333,9.083333333,-3.375,14,12,17,11,2,0,7,4,10,4,1,0,7,8,7,7,1,0,0.857142857,0.571428571,0.285714286
233,10,14,-4,l,17.14285714,8.088235294,9.054621846,19,7,10,5,1,0,8,1,10,4,1,0,11,6,0,1,0,0,0.368421053,0.125,0.243421053
234,14,10,4,w,8.088235294,17.14285714,-9.054621846,19,7,10,5,1,0,8,1,10,4,1,0,11,6,0,1,0,0,0.368421053,0.125,0.243421053
235,0,8,-8,l,6.3,6.59375,-0.29375,17,5,17,6,4,0,13,4,8,3,3,0,4,1,9,3,1,0,0.294117647,0.307692308,-0.013574661
236,2,9,-7,l,5.314285714,11.96153846,-6.647252746,21,11,10,5,2,0,6,2,14,2,5,0,15,9,-4,3,-3,0,0.523809524,0.333333333,0.190476191
237,9,2,7,w,11.96153846,5.314285714,6.647252746,21,11,10,5,2,0,6,2,14,2,5,0,15,9,-4,3,-3,0,0.523809524,0.333333333,0.190476191
238,8,0,8,w,6.59375,6.3,0.29375,17,5,17,6,4,0,13,4,8,3,3,0,4,1,9,3,1,0,0.294117647,0.307692308,-0.013574661
239,6,9,-3,w,20.46153846,12.04761905,8.41391941,12,5,10,4,0,0,18,3,5,13,2,0,-6,2,5,-9,-2,0,0.416666667,0.166666667,0.25
240,9,6,3,l,12.04761905,20.46153846,-8.41391941,12,5,10,4,0,0,18,3,5,13,2,0,-6,2,5,-9,-2,0,0.416666667,0.166666667,0.25
241,3,6,-3,w,9.086956522,11.33333333,-2.246376808,11,4,12,3,3,0,15,6,14,7,2,0,-4,-2,-2,-4,1,0,0.363636364,0.4,-0.036363636
242,6,3,3,l,11.33333333,9.086956522,2.246376808,11,4,12,3,3,0,15,6,14,7,2,0,-4,-2,-2,-4,1,0,0.363636364,0.4,-0.036363636
243,3,10,-7,d,6,7.342857143,-1.342857143,12,5,13,6,6,0,21,6,19,8,2,0,-9,-1,-6,-2,4,0,0.416666667,0.285714286,0.130952381
244,3,7,-4,l,14.04347826,13.7,0.34347826,9,2,10,5,2,1,17,7,12,9,1,0,-8,-5,-2,-4,1,1,0.222222222,0.411764706,-0.189542484
245,8,9,-1,l,16.46666667,27,-10.53333333,7,0,9,6,2,0,19,9,1,7,0,0,-12,-9,8,-1,2,0,0,0.473684211,-0.473684211
246,2,5,-3,w,11.625,5.947368421,5.677631579,15,4,14,7,0,0,11,5,13,5,3,0,4,-1,1,2,-3,0,0.266666667,0.454545455,-0.187878788
247,8,11,-3,l,21.92307692,10.11111111,11.81196581,16,6,8,9,0,0,12,4,7,8,1,0,4,2,1,1,-1,0,0.375,0.333333333,0.041666667
248,15,4,11,l,5.956521739,8.217391304,-2.260869565,18,7,12,7,3,0,13,5,11,7,5,0,5,2,1,0,-2,0,0.388888889,0.384615385,0.004273504
249,9,8,1,w,27,16.46666667,10.53333333,7,0,9,6,2,0,19,9,1,7,0,0,-12,-9,8,-1,2,0,0,0.473684211,-0.473684211
250,11,8,3,w,10.11111111,21.92307692,-11.81196581,16,6,8,9,0,0,12,4,7,8,1,0,4,2,1,1,-1,0,0.375,0.333333333,0.041666667
251,4,15,-11,w,8.217391304,5.956521739,2.260869565,18,7,12,7,3,0,13,5,11,7,5,0,5,2,1,0,-2,0,0.388888889,0.384615385,0.004273504
252,10,3,7,d,7.342857143,6,1.342857143,12,5,13,6,6,0,21,6,19,8,2,0,-9,-1,-6,-2,4,0,0.416666667,0.285714286,0.130952381
253,5,2,3,l,5.947368421,11.625,-5.677631579,15,4,14,7,0,0,11,5,13,5,3,0,4,-1,1,2,-3,0,0.266666667,0.454545455,-0.187878788
254,7,3,4,w,13.7,14.04347826,-0.34347826,9,2,10,5,2,1,17,7,12,9,1,0,-8,-5,-2,-4,1,1,0.222222222,0.411764706,-0.189542484
255,6,14,-8,l,18.63157895,16.33333333,2.29824562,15,4,5,8,1,0,11,2,9,2,1,0,4,2,-4,6,0,0,0.266666667,0.181818182,0.084848485
256,14,6,8,w,16.33333333,18.63157895,-2.29824562,15,4,5,8,1,0,11,2,9,2,1,0,4,2,-4,6,0,0,0.266666667,0.181818182,0.084848485
257,6,3,3,d,8.631578947,10.48387097,-1.852292023,12,8,13,6,1,0,11,5,10,3,2,0,1,3,3,3,-1,0,0.666666667,0.454545455,0.212121212
258,3,6,-3,d,10.48387097,8.631578947,1.852292023,12,8,13,6,1,0,11,5,10,3,2,0,1,3,3,3,-1,0,0.666666667,0.454545455,0.212121212
259,14,3,11,w,7.333333333,17.6,-10.26666667,17,8,10,11,1,0,11,5,9,6,1,0,6,3,1,5,0,0,0.470588235,0.454545455,0.01604278
260,3,14,-11,l,17.6,7.333333333,10.26666667,17,8,10,11,1,0,11,5,9,6,1,0,6,3,1,5,0,0,0.470588235,0.454545455,0.01604278
261,12,2,10,d,4.115384615,38.55555556,-34.44017095,6,3,4,1,1,0,24,9,6,10,2,0,-18,-6,-2,-9,-1,0,0.5,0.375,0.125
262,2,12,-10,d,38.55555556,4.115384615,34.44017095,6,3,4,1,1,0,24,9,6,10,2,0,-18,-6,-2,-9,-1,0,0.5,0.375,0.125
263,6,9,-3,l,8.5625,8.888888889,-0.326388889,15,5,10,4,0,0,20,6,12,8,2,0,-5,-1,-2,-4,-2,0,0.333333333,0.3,0.033333333
264,3,11,-8,l,15.05555556,14.91666667,0.13888889,15,7,3,4,0,1,12,5,10,5,0,0,3,2,-7,-1,0,1,0.466666667,0.416666667,0.05
265,5,6,-1,l,8.375,7.291666667,1.083333333,15,4,13,5,2,0,7,2,10,6,0,0,8,2,3,-1,2,0,0.266666667,0.285714286,-0.019047619
266,6,3,3,l,11.35714286,11.20588235,0.15126051,19,6,0,9,0,0,5,4,16,3,3,0,14,2,-16,6,-3,0,0.315789474,0.8,-0.484210526
267,6,5,1,w,7.291666667,8.375,-1.083333333,15,4,13,5,2,0,7,2,10,6,0,0,8,2,3,-1,2,0,0.266666667,0.285714286,-0.019047619
268,11,3,8,w,14.91666667,15.05555556,-0.13888889,15,7,3,4,0,1,12,5,10,5,0,0,3,2,-7,-1,0,1,0.466666667,0.416666667,0.05
269,9,6,3,w,8.888888889,8.5625,0.326388889,15,5,10,4,0,0,20,6,12,8,2,0,-5,-1,-2,-4,-2,0,0.333333333,0.3,0.033333333
270,3,6,-3,w,11.20588235,11.35714286,-0.15126051,19,6,0,9,0,0,5,4,16,3,3,0,14,2,-16,6,-3,0,0.315789474,0.8,-0.484210526
271,8,5,3,w,7.555555556,14.2,-6.644444444,11,6,6,6,1,0,6,3,10,7,0,0,5,3,-4,-1,1,0,0.545454545,0.5,0.045454545
272,5,8,-3,l,14.2,7.555555556,6.644444444,11,6,6,6,1,0,6,3,10,7,0,0,5,3,-4,-1,1,0,0.545454545,0.5,0.045454545
273,10,2,8,d,7.884615385,24.66666667,-16.78205129,15,8,8,7,2,0,16,7,10,12,1,0,-1,1,-2,-5,1,0,0.533333333,0.4375,0.095833333
274,2,10,-8,d,24.66666667,7.884615385,16.78205129,15,8,8,7,2,0,16,7,10,12,1,0,-1,1,-2,-5,1,0,0.533333333,0.4375,0.095833333
275,8,4,4,d,7.891891892,7.571428571,0.320463321,13,3,12,7,1,0,9,4,18,2,4,0,4,-1,-6,5,-3,0,0.230769231,0.444444444,-0.213675213
276,4,8,-4,d,7.571428571,7.891891892,-0.320463321,13,3,12,7,1,0,9,4,18,2,4,0,4,-1,-6,5,-3,0,0.230769231,0.444444444,-0.213675213
277,3,13,-10,d,12,6.652173913,5.347826087,16,6,16,9,4,0,9,3,8,9,1,0,7,3,8,0,3,0,0.375,0.333333333,0.041666667
278,1,9,-8,l,18.35,5.608695652,12.74130435,16,6,7,4,0,0,11,3,9,4,1,0,5,3,-2,0,-1,0,0.375,0.272727273,0.102272727
279,9,1,8,w,5.608695652,18.35,-12.74130435,16,6,7,4,0,0,11,3,9,4,1,0,5,3,-2,0,-1,0,0.375,0.272727273,0.102272727
280,13,3,10,d,6.652173913,12,-5.347826087,16,6,16,9,4,0,9,3,8,9,1,0,7,3,8,0,3,0,0.375,0.333333333,0.041666667
281,10,6,4,l,5.619047619,20.33333333,-14.71428571,7,2,6,6,3,1,6,3,15,9,3,0,1,-1,-9,-3,0,1,0.285714286,0.5,-0.214285714
282,6,10,-4,w,20.33333333,5.619047619,14.71428571,7,2,6,6,3,1,6,3,15,9,3,0,1,-1,-9,-3,0,1,0.285714286,0.5,-0.214285714
283,3,13,-10,l,25.9375,11.2,14.7375,4,2,9,3,1,0,17,8,6,6,1,0,-13,-6,3,-3,0,0,0.5,0.470588235,0.029411765
284,13,3,10,w,11.2,25.9375,-14.7375,4,2,9,3,1,0,17,8,6,6,1,0,-13,-6,3,-3,0,0,0.5,0.470588235,0.029411765
285,2,14,-12,l,13.89285714,6.961538462,6.931318678,25,9,18,9,2,0,9,3,10,5,1,0,16,6,8,4,1,0,0.36,0.333333333,0.026666667
286,14,2,12,w,6.961538462,13.89285714,-6.931318678,25,9,18,9,2,0,9,3,10,5,1,0,16,6,8,4,1,0,0.36,0.333333333,0.026666667
287,9,4,5,w,7.19047619,13.54166667,-6.35119048,12,6,13,7,3,0,4,1,16,2,2,0,8,5,-3,5,1,0,0.5,0.25,0.25
288,1,2,-1,w,7.368421053,8.481481481,-1.113060428,12,7,9,4,0,0,8,5,9,3,1,0,4,2,0,1,-1,0,0.583333333,0.625,-0.041666667
289,3,9,-6,l,13.83333333,9.305555556,4.527777774,14,5,12,6,1,0,10,3,7,1,1,0,4,2,5,5,0,0,0.357142857,0.3,0.057142857
290,9,3,6,w,9.305555556,13.83333333,-4.527777774,14,5,12,6,1,0,10,3,7,1,1,0,4,2,5,5,0,0,0.357142857,0.3,0.057142857
291,2,1,1,l,8.481481481,7.368421053,1.113060428,12,7,9,4,0,0,8,5,9,3,1,0,4,2,0,1,-1,0,0.583333333,0.625,-0.041666667
292,4,9,-5,l,13.54166667,7.19047619,6.35119048,12,6,13,7,3,0,4,1,16,2,2,0,8,5,-3,5,1,0,0.5,0.25,0.25
